ndsi,smi,savi,bsi
-0.03469954,0.03469954,0.20167841,43512.82422
-0.08219063,0.08219063,0.23602708,43811.85938
-0.08639979,0.08639979,0.23924541,44065.88672
-0.05991988,0.05991988,0.22321245,44102.875
-0.0389328,0.0389328,0.2098369,43748.82031
-0.05143766,0.05143766,0.21465135,42545.78516
-0.0886492,0.0886492,0.24753703,46893.98438
-0.11523835,0.11523835,0.23475869,45311.91016
0.02683691,-0.02683691,0.19119959,45151.89453
-0.0310714,0.0310714,0.21242842,44069.85156
-0.03927954,0.03927954,0.22986327,42716.80078
-0.06555323,0.06555323,0.23251341,45218.92578
-0.10987163,0.10987163,0.21811828,45338.92188
-0.01177984,0.01177984,0.20747676,42348.82422
-0.01749189,0.01749189,0.21362604,41507.75391
-0.08351158,0.08351158,0.20935954,42872.77734
-0.13151251,0.13151251,0.23160137,43231.78125
-0.11481658,0.11481658,0.25915211,43176.76172
-0.11164097,0.11164097,0.27243105,43570.79688
-0.12996189,0.12996189,0.27330151,43538.82422
-0.10721099,0.10721099,0.25594425,44010.85547
-0.08799251,0.08799251,0.23795283,42564.80469
-0.06619128,0.06619128,0.22558892,42464.82422
-0.10046148,0.10046148,0.21681242,42166.78125
-0.08158921,0.08158921,0.21307676,43039.8125
-0.11294643,0.11294643,0.23614754,43585.87891
-0.09197889,0.09197889,0.23541814,42938.86328
-0.0468362,0.0468362,0.19397298,40338.75391
-0.05509328,0.05509328,0.19153269,41646.78125
-0.13398851,0.13398851,0.18702503,42276.75
-0.11012693,0.11012693,0.2204873,43011.76563
-0.13122652,0.13122652,0.2647728,42956.82031
-0.11870365,0.11870365,0.27644029,43018.82031
-0.08506945,0.08506945,0.22985908,42353.78516
-0.08444791,0.08444791,0.23279618,38447.67969
-0.11068787,0.11068787,0.24049696,40447.77344
-0.19159852,0.19159852,0.1582666,42496.84766
-0.11905339,0.11905339,0.17735566,42505.85156
-0.06809494,0.06809494,0.19543284,44058.90234
-0.06695909,0.06695909,0.18149115,44506.89844
-0.03545979,0.03545979,0.17795037,44886.92969
-0.0357128,0.0357128,0.19112743,44758.94922
-0.01199591,0.01199591,0.18815307,45270.90234
0.00296883,-0.00296883,0.16880995,43582.82813
-0.02969031,0.02969031,0.23187043,41079.78516
-0.08191575,0.08191575,0.23985265,40166.80078
-0.11894022,0.11894022,0.18000142,41864.82031
-0.10716236,0.10716236,0.13821636,44475.89844
-0.09163529,0.09163529,0.18176675,45697.98438
-0.03405701,0.03405701,0.20175458,45197.97656
0.03368639,-0.03368639,0.16652551,45890.99219
0.02335647,-0.02335647,0.14739308,47214.02344
0.03189538,-0.03189538,0.1524328,47209.01953
0.05937916,-0.05937916,0.15811382,46851.01563
0.0556803,-0.0556803,0.16285044,46513
0.05404782,-0.05404782,0.16180079,46144.99609
0.03935662,-0.03935662,0.16841726,45217.97266
0.03982735,-0.03982735,0.16719279,45528.95703
0.02332184,-0.02332184,0.16160269,46247.97656
0.00833734,-0.00833734,0.18085468,45002.96484
0.02348666,-0.02348666,0.18321845,43796.94531
0.01347908,-0.01347908,0.15360595,43279.89453
0.00103102,-0.00103102,0.13952668,45480.98047
-0.04032821,0.04032821,0.16529657,45822.97266
0.03002642,-0.03002642,0.16767237,43908.91406
0.01945556,-0.01945556,0.17882906,45338.95313
-0.02833974,0.02833974,0.16532658,46748.98828
-0.00199195,0.00199195,0.1649517,44870.96094
0.0254388,-0.0254388,0.17442711,44964.95703
0.01309073,-0.01309073,0.15749083,46341.98828
0.00644103,-0.00644103,0.16286361,46445.98438
0.02817783,-0.02817783,0.16769269,45915.96094
0.02016998,-0.02016998,0.16564213,43888.85547
0.00739803,-0.00739803,0.18494393,43589.83594
-0.06784736,0.06784736,0.22162297,44507.88281
-0.07788902,0.07788902,0.23535572,43018.82813
-0.04212169,0.04212169,0.22695422,43316.82031
-0.08596101,0.08596101,0.21589525,43615.82031
-0.08710175,0.08710175,0.23788878,43482.87891
-0.08774751,0.08774751,0.24564898,42260.82422
-0.05018739,0.05018739,0.18806693,41550.77344
-0.08942942,0.08942942,0.18904647,41388.83203
-0.12487309,0.12487309,0.21171266,40808.84766
-0.08291811,0.08291811,0.15685005,41457.80859
-0.07333917,0.07333917,0.11850693,45069.94531
-0.09708287,0.09708287,0.18723658,45951.94531
-0.00614553,0.00614553,0.16864087,45249.92969
-0.00323446,0.00323446,0.1991449,45521.94531
-0.01253133,0.01253133,0.19471821,44322.89453
-0.00151866,0.00151866,0.19423099,44804.91797
-0.03586384,0.03586384,0.21138434,44363.91406
-0.01605542,0.01605542,0.20515627,42906.80469
-0.01936181,0.01936181,0.19168448,42633.72656
-0.09880942,0.09880942,0.2396753,44095.79297
-0.14842357,0.14842357,0.28737733,42962.76563
-0.1106244,0.1106244,0.28056887,42811.73828
-0.12252624,0.12252624,0.27150521,42314.78125
-0.13974419,0.13974419,0.29073727,41265.76953
-0.11228148,0.11228148,0.24511053,42674.83984
-0.12857009,0.12857009,0.20233527,42033.85547
-0.0742331,0.0742331,0.19919714,42330.84375
-0.0613214,0.0613214,0.16432373,42743.82031
-0.07247942,0.07247942,0.18386663,43944.80859
-0.08814216,0.08814216,0.2172555,44408.92188
-0.10097283,0.10097283,0.25476176,42352.85547
-0.01196737,0.01196737,0.19144076,42684.84375
-0.06085156,0.06085156,0.17431866,42314.80859
-0.07040884,0.07040884,0.19799481,43824.84375
-0.09511293,0.09511293,0.22037931,43807.83984
-0.0690304,0.0690304,0.2458065,41947.85938
-0.07426495,0.07426495,0.23134007,42270.84375
-0.05115055,0.05115055,0.17663667,42209.85156
-0.06979467,0.06979467,0.18408431,40735.78125
-0.06318397,0.06318397,0.18275559,41857.81641
-0.12023884,0.12023884,0.17390575,42588.8125
-0.08946285,0.08946285,0.19260907,42440.85547
-0.08904351,0.08904351,0.22590551,42616.89453
-0.06509889,0.06509889,0.17033653,38858.78906
-0.03611962,0.03611962,0.14015827,41317.80859
-0.12518822,0.12518822,0.07797693,44362.91406
-0.10010825,0.10010825,0.17211531,45488.94141
-0.02064086,0.02064086,0.19066657,44610.94141
-0.00115866,0.00115866,0.19884296,44361.93359
-0.00165645,0.00165645,0.17051497,44232.91406
-0.01129518,0.01129518,0.16947123,44765.92578
-0.0247643,0.0247643,0.18390673,45354.96875
-0.01292944,0.01292944,0.18926689,46089.00391
0.0164519,-0.0164519,0.16026357,45150.99609
0.04693797,-0.04693797,0.150455,45161.99219
0.03906538,-0.03906538,0.1301778,45941
0.03622176,-0.03622176,0.12730844,46058.99609
0.0378694,-0.0378694,0.14000408,46565.00781
0.03600954,-0.03600954,0.14895642,46413.00391
0.04420083,-0.04420083,0.1538375,44515.97656
0.04221935,-0.04221935,0.15727472,42899.9375
0.02409034,-0.02409034,0.13494641,44527.94922
-0.00428418,0.00428418,0.11527143,44787.96094
0.00446075,-0.00446075,0.15717888,44353.96484
0.00993953,-0.00993953,0.15164775,43977.96094
0.01747605,-0.01747605,0.14049239,44637.96094
0.01119754,-0.01119754,0.1299049,45475.98438
0.01210915,-0.01210915,0.15522154,46101.96875
0.03025913,-0.03025913,0.15863366,44242.93359
0.01361454,-0.01361454,0.18181005,44980.94922
-0.0108458,0.0108458,0.16484734,45637.94141
-0.00152044,0.00152044,0.16270608,45029.95313
-0.01560984,0.01560984,0.16907024,44527.93359
0.00045221,-0.00045221,0.15709126,45875.98438
-0.01258228,0.01258228,0.16968559,45873.97266
0.02487879,-0.02487879,0.16435662,45519.92188
0.01283687,-0.01283687,0.16590048,44442.87109
-0.02878074,0.02878074,0.19557285,43838.86328
-0.06327533,0.06327533,0.21093175,44652.87891
-0.0627778,0.0627778,0.21285789,45259.90625
-0.05114942,0.05114942,0.22391778,44282.82813
-0.03177029,0.03177029,0.21818425,44021.83984
-0.08228109,0.08228109,0.25617677,45543.97266
-0.07687794,0.07687794,0.23408708,43259.91406
0.02196264,-0.02196264,0.17184472,41788.79688
-0.0217325,0.0217325,0.1577125,41147.75781
-0.11043594,0.11043594,0.19355971,41357.84766
-0.13715336,0.13715336,0.20371981,40832.85938
-0.07254449,0.07254449,0.1426162,41058.80078
-0.06369551,0.06369551,0.11126363,40801.76953
-0.10570493,0.10570493,0.17411387,42263.85938
-0.12791809,0.12791809,0.18646735,42045.89453
-0.0580963,0.0580963,0.18495446,43603.94531
-0.0337058,0.0337058,0.1291398,45839.96484
0.009677,-0.009677,0.14620022,45800.94141
-0.00932551,0.00932551,0.18658905,45982.96094
0.01065098,-0.01065098,0.17748928,44775.94141
-0.00808218,0.00808218,0.19190592,43600.875
0.00915693,-0.00915693,0.18807577,43933.87109
-0.00250771,0.00250771,0.1770086,43159.84766
-0.05032225,0.05032225,0.20202883,41931.77344
-0.05252559,0.05252559,0.21858659,42852.74609
-0.06681611,0.06681611,0.21693684,43524.81641
-0.12048791,0.12048791,0.23109137,42818.77344
-0.13630089,0.13630089,0.28328708,42470.72656
-0.09286562,0.09286562,0.24966653,40656.78906
-0.11862051,0.11862051,0.2577064,38839.76172
-0.14955729,0.14955729,0.28100595,40713.83203
-0.11229223,0.11229223,0.16706496,42512.86719
-0.13524091,0.13524091,0.11829308,43117.85938
-0.07637278,0.07637278,0.14088866,42737.83594
-0.05049783,0.05049783,0.17426884,44125.87891
-0.05874691,0.05874691,0.20025566,46433.94922
-0.07493062,0.07493062,0.20571309,43517.83594
-0.04983417,0.04983417,0.20603552,40627.84766
-0.00310342,0.00310342,0.20814709,38846.78516
-0.07526698,0.07526698,0.22560154,41414.82031
-0.06716526,0.06716526,0.12745945,42850.88672
-0.11310025,0.11310025,0.10980532,41675.86328
-0.09162562,0.09162562,0.16437377,42541.86719
-0.04046448,0.04046448,0.16173938,42943.89453
-0.05676937,0.05676937,0.15606225,42931.89844
-0.05708626,0.05708626,0.15959477,42343.88672
-0.03204818,0.03204818,0.16693096,42632.875
-0.02919482,0.02919482,0.1576364,43007.85938
-0.04173304,0.04173304,0.13975978,40941.79297
-0.04880014,0.04880014,0.16157174,36983.72656
-0.06125325,0.06125325,0.18319172,39725.75391
-0.10889197,0.10889197,0.1717208,44317.84766
-0.1750591,0.1750591,0.05174432,45467.94531
-0.13526012,0.13526012,0.16130139,44765.98438
-0.06958102,0.06958102,0.24355088,44529.96094
0.00336646,-0.00336646,0.1907762,45749.97266
0.03600512,-0.03600512,0.13848099,45977.98047
0.01450121,-0.01450121,0.15176347,46013
0.01797843,-0.01797843,0.16688894,46336.01563
0.02527621,-0.02527621,0.1608993,44833.99219
0.04035946,-0.04035946,0.14482382,44686.97656
0.05286309,-0.05286309,0.14441894,45795.99219
0.03608741,-0.03608741,0.11845692,46553.00781
0.02282227,-0.02282227,0.12799145,46786.01953
0.0343277,-0.0343277,0.14281811,46182.00781
0.04631325,-0.04631325,0.15581253,44689.98828
0.05427136,-0.05427136,0.15295576,43826.9375
0.04588389,-0.04588389,0.14566813,43564.91016
0.03501849,-0.03501849,0.13116442,43334.92188
-0.00634703,0.00634703,0.14419506,44103.94922
-0.02706657,0.02706657,0.16667831,44102.96484
-0.01445752,0.01445752,0.15356308,44112.95703
0.0017774,-0.0017774,0.14889205,46459.99219
0.01745319,-0.01745319,0.13529646,46067.99219
0.00942435,-0.00942435,0.13662824,44908.96484
0.02967059,-0.02967059,0.17120823,45309.96875
0.02973433,-0.02973433,0.15707621,44310.90625
0.01313629,-0.01313629,0.15807986,44862.94141
0.01208827,-0.01208827,0.16110037,44283.89063
-0.03852328,0.03852328,0.16978697,44839.92578
-0.01138144,0.01138144,0.16767526,44618.92188
-0.04324978,0.04324978,0.20317288,43724.88672
-0.02010713,0.02010713,0.17941529,43655.88672
-0.02566876,0.02566876,0.1753913,43387.89844
-0.04886105,0.04886105,0.17856243,45980.89453
-0.04986018,0.04986018,0.1786312,46648.94922
-0.03789428,0.03789428,0.16313063,45413.90625
-0.04642181,0.04642181,0.22997242,44799.89844
-0.01015976,0.01015976,0.19883485,45787.97656
-0.03015537,0.03015537,0.22298425,44134.92578
-0.03821291,0.03821291,0.21196789,41809.8125
0.02096678,-0.02096678,0.17014682,40202.74219
-0.01473242,0.01473242,0.1777197,40761.76953
-0.10195027,0.10195027,0.17757557,41000.84375
-0.15464529,0.15464529,0.17279439,40575.85156
-0.12466008,0.12466008,0.19271918,41201.78516
-0.07816401,0.07816401,0.1329229,41725.75781
-0.0658835,0.0658835,0.11407042,42975.86328
-0.1140392,0.1140392,0.19384967,45736.94531
-0.13380796,0.13380796,0.23120341,43736.91016
-0.05872506,0.05872506,0.18039855,43466.94922
-0.00960065,0.00960065,0.16912304,43299.94141
-0.02488456,0.02488456,0.17193276,43086.94141
0.00704103,-0.00704103,0.13022383,42836.91797
0.00161523,-0.00161523,0.13419078,42944.89453
0.00096874,-0.00096874,0.12871192,44757.89844
-0.01594371,0.01594371,0.13401619,45435.92969
-0.03804203,0.03804203,0.1511319,45163.94531
-0.04107549,0.04107549,0.19306232,44372.91797
-0.01263994,0.01263994,0.19984733,43674.91016
-0.00154308,0.00154308,0.18056281,43321.87891
-0.02072019,0.02072019,0.17915474,42095.76953
-0.02812837,0.02812837,0.16141906,41795.76563
-0.05150159,0.05150159,0.17982365,44433.77344
-0.13010378,0.13010378,0.21985702,45277.83203
-0.12783326,0.12783326,0.22430103,45623.84375
-0.11941028,0.11941028,0.30133036,44392.82422
-0.07595386,0.07595386,0.29555163,42824.85938
-0.06864463,0.06864463,0.29604101,42300.87891
-0.08353397,0.08353397,0.27533486,43285.875
-0.05906763,0.05906763,0.18539681,43127.88672
-0.04503281,0.04503281,0.15440281,42702.85547
-0.05323741,0.05323741,0.17819512,41021.71484
-0.03669206,0.03669206,0.18079175,41746.82031
-0.06326874,0.06326874,0.18866378,45107.89844
-0.16181792,0.16181792,0.23351488,43275.85547
-0.08543037,0.08543037,0.18343759,37778.78906
-0.0308699,0.0308699,0.23239864,36601.72266
-0.06455521,0.06455521,0.20206609,40339.80469
-0.11361733,0.11361733,0.06504512,42087.85547
-0.16650763,0.16650763,0.05418863,42260.83594
-0.09776057,0.09776057,0.14881872,42123.86719
-0.05857304,0.05857304,0.17424116,41524.83984
-0.07373891,0.07373891,0.19784656,41907.83203
-0.05535258,0.05535258,0.15466501,42046.87109
-0.07337701,0.07337701,0.16619779,42355.89453
-0.08243925,0.08243925,0.17519335,43462.89844
-0.0529847,0.0529847,0.14430597,42142.83203
-0.0357369,0.0357369,0.14395806,39990.74609
-0.0332161,0.0332161,0.1635868,42230.76563
-0.08009631,0.08009631,0.18132529,44770.85156
-0.14459392,0.14459392,0.16874501,45456.9375
-0.12598285,0.12598285,0.24108315,44799.96094
-0.06776014,0.06776014,0.2533277,45557.96484
-0.00594425,0.00594425,0.19328451,47505.00781
0.01235694,-0.01235694,0.14852925,47524.01953
0.01263487,-0.01263487,0.17447792,47348.01953
0.03983102,-0.03983102,0.17546785,46548.01953
0.05142253,-0.05142253,0.16396774,45364
0.05327511,-0.05327511,0.16176046,45605.99219
0.05683636,-0.05683636,0.1456542,46974.01953
0.03976761,-0.03976761,0.12160015,47031.02344
0.03483996,-0.03483996,0.13631062,45942.99609
0.05745712,-0.05745712,0.15266696,45721.00391
0.05750307,-0.05750307,0.14925005,46268.99219
0.03579418,-0.03579418,0.14301921,45758.98828
0.04402617,-0.04402617,0.13906282,45413.97266
0.03264584,-0.03264584,0.16265671,44733.94922
0.03441675,-0.03441675,0.15804972,45040.96875
0.02005962,-0.02005962,0.16728726,44126.96875
0.00119612,-0.00119612,0.16799448,43881.96875
0.01648869,-0.01648869,0.15649478,45453.97656
0.0189463,-0.0189463,0.13206571,44936.98438
0.02329159,-0.02329159,0.12630755,44887.97656
0.02081397,-0.02081397,0.15468846,45130.96094
0.03262924,-0.03262924,0.14132987,45215.9375
0.02665074,-0.02665074,0.14416587,43979.91016
0.00812875,-0.00812875,0.16056897,43496.89063
-0.01692841,0.01692841,0.17352487,43751.91016
-0.03314023,0.03314023,0.16579291,43513.89844
-0.04160565,0.04160565,0.17920707,43237.90234
-0.02955285,0.02955285,0.16752607,43446.86328
-0.03847649,0.03847649,0.17015071,43386.87891
-0.03887916,0.03887916,0.15659398,45513.91016
-0.07046047,0.07046047,0.18280941,45665.94531
-0.0538595,0.0538595,0.18047713,45064.92578
-0.03489965,0.03489965,0.19998235,44659.89453
-0.007955,0.007955,0.1770014,44601.89453
-0.02224771,0.02224771,0.1796782,44266.89453
-0.04492293,0.04492293,0.19987451,42751.8125
-0.0423806,0.0423806,0.20029704,41478.77734
-0.04303819,0.04303819,0.19622736,41556.77344
-0.10004846,0.10004846,0.21661817,41230.79297
-0.12526183,0.12526183,0.19895987,40943.83594
-0.12241331,0.12241331,0.21701409,41055.84766
-0.10664115,0.10664115,0.19686091,41850.78516
-0.07719635,0.07719635,0.13940236,42906.78125
-0.06967606,0.06967606,0.12965712,44033.87891
-0.11451355,0.11451355,0.21258023,43273.91016
-0.11518005,0.11518005,0.24535468,42886.92578
-0.04775968,0.04775968,0.20250909,43231.91406
-0.02324369,0.02324369,0.16327299,43210.90234
-0.01026986,0.01026986,0.12973632,41650.83203
-0.01957707,0.01957707,0.15663448,41194.84375
-0.03043059,0.03043059,0.15531451,41722.89844
-0.0867215,0.0867215,0.14601675,43294.95703
-0.08557055,0.08557055,0.11313702,45254.98828
-0.02960127,0.02960127,0.11316476,44449.97656
0.01136214,-0.01136214,0.11594445,44051.91797
0.03263346,-0.03263346,0.14464916,45427.93359
0.02549504,-0.02549504,0.13575996,46239.95313
-0.02758797,0.02758797,0.1558665,45111.93359
-0.01417552,0.01417552,0.18619485,44515.92969
0.00019552,-0.00019552,0.19939296,44159.91797
-0.01071065,0.01071065,0.18485664,44285.92578
-0.01273302,0.01273302,0.17355429,42878.83203
-0.02173088,0.02173088,0.17207964,43777.83984
-0.01276418,0.01276418,0.17690265,45765.90234
-0.08066998,0.08066998,0.20463213,45964.91406
-0.07532402,0.07532402,0.23836194,46089.91016
-0.02943947,0.02943947,0.24181443,44498.84375
-0.02141053,0.02141053,0.2454129,44186.84766
-0.02288365,0.02288365,0.25252214,44137.88281
-0.07373007,0.07373007,0.24778682,43736.89063
-0.06703772,0.06703772,0.23956664,43767.90625
-0.04334741,0.04334741,0.21122512,44014.88672
-0.03943819,0.03943819,0.18210796,42517.79688
-0.0258948,0.0258948,0.17581473,41048.76172
-0.0402352,0.0402352,0.20445006,42775.82422
-0.10273128,0.10273128,0.23623794,43364.88281
-0.12655553,0.12655553,0.21047127,40732.80078
-0.08381896,0.08381896,0.21872756,40299.79688
-0.04348955,0.04348955,0.18409106,41375.82813
-0.10678484,0.10678484,0.1536866,40969.77734
-0.10782386,0.10782386,0.15037704,42838.86328
-0.08173637,0.08173637,0.17363599,42531.87109
-0.11878662,0.11878662,0.1958032,41916.84375
-0.05592134,0.05592134,0.19098386,42365.85156
-0.05144752,0.05144752,0.1669627,42715.84375
-0.06698804,0.06698804,0.18226142,42670.84766
-0.06280496,0.06280496,0.18685612,43290.86719
-0.06781305,0.06781305,0.20133474,42807.80859
-0.06456874,0.06456874,0.20074166,42406.80469
-0.05403303,0.05403303,0.19647039,43002.83594
-0.10128539,0.10128539,0.21361314,44816.92969
-0.09637912,0.09637912,0.22469112,45542.96875
-0.07855552,0.07855552,0.21052146,44911.96094
-0.00766362,0.00766362,0.18765014,45501.97266
0.01811609,-0.01811609,0.1697443,47441.00781
0.01267073,-0.01267073,0.15882963,47607.01953
0.02034731,-0.02034731,0.16306058,47379.01172
0.04150459,-0.04150459,0.17701474,46795.01172
0.05106191,-0.05106191,0.16732462,46399.01172
0.04584092,-0.04584092,0.1676652,46754.01172
0.05011062,-0.05011062,0.14860889,47563.02734
0.04637487,-0.04637487,0.1363975,46687.01563
0.04675881,-0.04675881,0.14638574,44610.98047
0.05970826,-0.05970826,0.15622018,45480.00781
0.0520813,-0.0520813,0.14108828,47415.01563
0.02504412,-0.02504412,0.11889201,46612.00781
0.04881213,-0.04881213,0.1268924,46393.00781
0.04694782,-0.04694782,0.16628022,46897.01172
0.04577957,-0.04577957,0.15651353,46752.00781
0.04456607,-0.04456607,0.15589783,45287.97656
0.04826685,-0.04826685,0.16214402,43836.94922
0.04282953,-0.04282953,0.16135526,44303.96484
0.01666056,-0.01666056,0.14935435,44573.97266
0.00038602,-0.00038602,0.13665411,45499.99609
0.01519936,-0.01519936,0.13795196,44414.95313
0.01864131,-0.01864131,0.14016217,43349.91797
0.03745771,-0.03745771,0.14715004,42993.90625
0.00193002,-0.00193002,0.14919233,42734.90625
-0.02411212,0.02411212,0.15253881,42835.90234
-0.03213277,0.03213277,0.14993297,42986.90234
-0.03053231,0.03053231,0.14663979,43216.89063
-0.0318206,0.0318206,0.15065579,43735.87109
-0.0361127,0.0361127,0.15494049,43386.84375
-0.04606098,0.04606098,0.16415764,43707.875
-0.06579681,0.06579681,0.18848167,43266.875
-0.08271068,0.08271068,0.19596724,43464.88281
-0.05710866,0.05710866,0.19437276,42960.82813
-0.05495464,0.05495464,0.1783195,43332.84766
-0.04820424,0.04820424,0.17740335,44105.85547
-0.09228601,0.09228601,0.19994976,43745.80469
-0.07380058,0.07380058,0.20649663,42962.77734
-0.07151556,0.07151556,0.2183214,42413.77734
-0.10330596,0.10330596,0.25573552,41863.78516
-0.11634122,0.11634122,0.26240218,41386.78125
-0.11582483,0.11582483,0.2438592,41389.84375
-0.11252826,0.11252826,0.22552435,41496.85547
-0.11451089,0.11451089,0.20673499,41583.79297
-0.07363847,0.07363847,0.14186309,42586.8125
-0.06801341,0.06801341,0.13300137,43216.86719
-0.10840371,0.10840371,0.1993821,42896.88281
-0.0940979,0.0940979,0.21985602,43346.90234
-0.05704742,0.05704742,0.19443221,43200.875
-0.04489507,0.04489507,0.16259246,43010.89453
-0.03217682,0.03217682,0.16666277,42361.90625
-0.05399947,0.05399947,0.16899548,41997.91406
-0.03788718,0.03788718,0.178528459,43943.96875
-0.02652363,0.02652363,0.178518059,46446.00391
-0.01692102,0.01692102,0.17850766,46190.99219
0.02189719,-0.02189719,0.17849726,44681.96484
0.03903222,-0.03903222,0.17848686,43228.94922
0.03099613,-0.03099613,0.17847646,42355.94141
0.01097804,-0.01097804,0.178466061,43528.96094
0.0043852,-0.0043852,0.178455661,45081.98828
0.00657268,-0.00657268,0.178445261,46433.97656
0.01764578,-0.01764578,0.178434862,45232.94531
0.03596235,-0.03596235,0.178424462,45502.93359
0.01819175,-0.01819175,0.178414062,45584.94531
-0.00406736,0.00406736,0.178403662,44601.91406
-0.01412077,0.01412077,0.178393263,44649.91016
-0.00319565,0.00319565,0.178382863,43708.875
-0.02501763,0.02501763,0.178372463,42749.78906
-0.02829799,0.02829799,0.178362063,44198.84766
-0.05021704,0.05021704,0.178351664,45719.9375
-0.11141329,0.11141329,0.178341264,46838.96875
-0.07220697,0.07220697,0.178330864,46563.97266
-0.0042735,0.0042735,0.178320465,43865.86328
0.01591411,-0.01591411,0.178310065,44858.92969
0.02159985,-0.02159985,0.178299665,44388.95313
-0.05963575,0.05963575,0.178289265,42656.87891
-0.01411,0.01411,0.178278866,43622.91016
0.00897802,-0.00897802,0.178268466,43813.91797
-0.04689526,0.04689526,0.178258066,43068.83984
-0.02283654,0.02283654,0.178247666,42066.78906
-0.0178503,0.0178503,0.178237267,41212.83203
-0.07538475,0.07538475,0.178226867,41387.84375
-0.11146267,0.11146267,0.178216467,43218.90234
-0.07685072,0.07685072,0.178206068,43337.87109
-0.07431478,0.07431478,0.178195668,43370.86328
-0.02857642,0.02857642,0.178185268,41600.78906
-0.05039513,0.05039513,0.178174868,42942.84375
-0.05305948,0.05305948,0.178164469,43814.88672
-0.1071609,0.1071609,0.178154069,42726.86719
-0.07184348,0.07184348,0.178143669,42089.8125
-0.04333745,0.04333745,0.178133269,43078.88672
-0.05479027,0.05479027,0.17812287,42713.84766
-0.09649561,0.09649561,0.19306618,42959.77344
-0.03814464,0.03814464,0.17940339,42325.74609
-0.07033395,0.07033395,0.19197647,44618.89063
-0.12369922,0.12369922,0.24905686,43712.89844
-0.14068983,0.14068983,0.24760169,44421.96484
-0.03911669,0.03911669,0.2169549,45280.97656
-0.03571429,0.03571429,0.17353709,45790.99219
0.01823976,-0.01823976,0.14170192,44643.94141
0.02527987,-0.02527987,0.15069972,46417.99219
0.03849848,-0.03849848,0.14832263,46782.00391
-0.00479426,0.00479426,0.15907578,46935.00391
0.03488417,-0.03488417,0.16699278,47054.01172
0.04384812,-0.04384812,0.16316557,47222.02344
0.03990746,-0.03990746,0.16310082,46735.00781
0.04510815,-0.04510815,0.15546808,46813.01563
0.05560445,-0.05560445,0.15091984,45974
0.0427611,-0.0427611,0.14178453,45408.98828
0.04993179,-0.04993179,0.13708107,47655.03516
0.03708747,-0.03708747,0.1353588,47931.02344
0.0310716,-0.0310716,0.13357317,46777.01172
0.0608676,-0.0608676,0.15231085,45779
0.05272172,-0.05272172,0.17117333,45898.00391
0.04577941,-0.04577941,0.15934792,46872.01563
0.03713188,-0.03713188,0.14521091,45979
0.04232741,-0.04232741,0.14927791,44630.98438
0.05068983,-0.05068983,0.16074669,44292.97656
0.04079933,-0.04079933,0.15192899,45228
0.03136178,-0.03136178,0.13424248,46103.01563
0.02896598,-0.02896598,0.1301152,43686.93359
0.04399805,-0.04399805,0.13824821,42906.89453
0.05270222,-0.05270222,0.14393368,42851.91016
-0.01067769,0.01067769,0.14714068,43212.91406
