ndsi,smi,savi,bsi
0.00054975,-0.00054975,0.16498767,42667.95313
0.01322645,-0.01322645,0.11878729,43219.95703
0.01633758,-0.01633758,0.12435981,44272.96484
0.01856653,-0.01856653,0.15358964,45404.97656
0.02416894,-0.02416894,0.17043503,44761.96875
0.02004033,-0.02004033,0.15712199,43385.94922
0.0045674,-0.0045674,0.12936988,43048.94531
0.00251024,-0.00251024,0.12590626,43771.96094
0.01444554,-0.01444554,0.13125221,45739.98438
0.02629048,-0.02629048,0.15233605,45831.00781
0.04927029,-0.04927029,0.14655311,45362
0.04717286,-0.04717286,0.14365667,45384.00391
0.04780684,-0.04780684,0.14746223,46205.94922
-0.00015584,0.00015584,0.20895556,44410.90234
-0.03198436,0.03198436,0.19580817,43157.88281
-0.04693646,0.04693646,0.17594385,43362.87891
-0.04417014,0.04417014,0.19538651,42256.82813
-0.08323585,0.08323585,0.19477229,42852.88281
-0.03642341,0.03642341,0.1819475,43383.83984
-0.07519602,0.07519602,0.22443137,39540.74609
-0.1467264,0.1467264,0.15333611,40199.83594
-0.07636795,0.07636795,0.12329482,41100.78125
-0.11766098,0.11766098,0.18605924,37423.73438
-0.15019096,0.15019096,0.09992447,38189.74609
-0.13884404,0.13884404,0.12600845,41281.77344
-0.11245388,0.11245388,0.224269,40753.73828
-0.14075194,0.14075194,0.22554833,38399.71094
-0.16671087,0.16671087,0.15748625,38542.70313
-0.17156398,0.17156398,0.1660967,39575.71484
-0.16040376,0.16040376,0.19784077,41133.73828
-0.14359166,0.14359166,0.22497709,47054.95313
0.00838951,-0.00838951,0.24497463,48923.99219
0.03036538,-0.03036538,0.24501522,42458.82422
-0.08670727,0.08670727,0.19614606,40674.77734
-0.11777384,0.11777384,0.1862672,44299.91016
-0.02068966,0.02068966,0.19902723,44969.94141
-0.00044903,0.00044903,0.18277527,45432.95313
0.00963499,-0.00963499,0.19292012,42355.86328
-0.06407979,0.06407979,0.15201867,37446.73828
-0.16304787,0.16304787,0.06259833,38340.72266
-0.16963603,0.16963603,0.11054255,41563.74219
-0.1421483,0.1421483,0.23320396,44044.82031
-0.0854676,0.0854676,0.2604627,44080.92578
-0.00894996,0.00894996,0.17767064,42826.92188
-0.01386489,0.01386489,0.14149792,43186.94141
0.00122228,-0.00122228,0.13904344,44066.95703
0.01380388,-0.01380388,0.15039913,44060.94922
0.00530839,-0.00530839,0.1583901,44590.96484
0.02051452,-0.02051452,0.15762581,44954.97266
0.02291012,-0.02291012,0.16044785,45156.96875
0.01862598,-0.01862598,0.16579038,44775.96875
0.01794628,-0.01794628,0.15137009,44444.96875
0.01528924,-0.01528924,0.14024234,44829.96875
0.01370994,-0.01370994,0.14815411,45307.97266
0.0179374,-0.0179374,0.15986495,45609.97266
0.01800576,-0.01800576,0.1686119,44544.96094
0.01317325,-0.01317325,0.14769959,44042.94141
-0.00225714,0.00225714,0.14465746,42758.86719
-0.05864541,0.05864541,0.16787878,42598.85156
-0.06860726,0.06860726,0.17475729,42619.87109
-0.05950287,0.05950287,0.1520786,45285.93359
-0.01203749,0.01203749,0.19108151,44734.92969
-0.00908008,0.00908008,0.1861141,43240.875
-0.05208651,0.05208651,0.18307538,43243.85156
-0.06673018,0.06673018,0.20390566,42210.82813
-0.08295491,0.08295491,0.19730815,40680.75391
-0.14511745,0.14511745,0.17649984,44227.86328
-0.06132822,0.06132822,0.22369578,43363.8125
-0.09531751,0.09531751,0.24315496,43271.82422
-0.08480687,0.08480687,0.23312688,43029.83203
-0.07864002,0.07864002,0.22718352,41854.8125
-0.08897731,0.08897731,0.21259451,41779.81641
-0.08856595,0.08856595,0.19472574,42177.80859
-0.0910961,0.0910961,0.218648,42232.76563
-0.11978845,0.11978845,0.26345864,41602.74609
-0.13451512,0.13451512,0.25188434,39085.71875
-0.15829442,0.15829442,0.17404523,40982.81641
-0.08009367,0.08009367,0.18788885,43439.83594
-0.07702171,0.07702171,0.22675255,49947.02734
0.05181202,-0.05181202,0.20804596,49190.01172
0.04479307,-0.04479307,0.21844071,42319.78516
-0.11630201,0.11630201,0.22208646,42407.80078
-0.10154936,0.10154936,0.23085484,43640.86328
-0.05695961,0.05695961,0.21534431,42920.83203
-0.08474427,0.08474427,0.20305632,44607.93359
-0.00865532,0.00865532,0.17717539,40793.82813
-0.08687381,0.08687381,0.12452307,36799.73438
-0.16441791,0.16441791,0.03962636,37717.69922
-0.18655878,0.18655878,0.10626537,41141.76563
-0.12401105,0.12401105,0.20978424,43018.83203
-0.07662321,0.07662321,0.22594607,43546.89063
-0.03540202,0.03540202,0.18677124,42815.91016
-0.02080284,0.02080284,0.14636239,43397.95313
0.01426651,-0.01426651,0.13241737,42861.9375
-0.00101991,0.00101991,0.12824273,42789.91797
-0.01737392,0.01737392,0.13964146,44461.94141
-0.00170386,0.00170386,0.1715633,44514.92578
-0.0119545,0.0119545,0.18631528,44903.94141
-0.00146771,0.00146771,0.18685192,44895.96484
0.01627546,-0.01627546,0.16669361,43968.95313
0.00699716,-0.00699716,0.14908801,43247.94922
0.0091951,-0.0091951,0.13215764,43022.91797
-0.01758551,0.01758551,0.14739864,43973.95313
0.00999746,-0.00999746,0.14871252,43010.92188
-0.01701657,0.01701657,0.13670959,43432.93359
-0.00730562,0.00730562,0.13973242,42888.90234
-0.03101291,0.03101291,0.14878319,42686.88281
-0.04571889,0.04571889,0.15458299,43395.86719
-0.05724694,0.05724694,0.18869057,43550.85938
-0.06279778,0.06279778,0.20280586,44118.87891
-0.04932472,0.04932472,0.20770858,43635.91797
-0.01479265,0.01479265,0.17083929,42485.89453
-0.03028947,0.03028947,0.15541658,43444.85938
-0.06184815,0.06184815,0.20753676,44919.90625
-0.0320919,0.0320919,0.20212598,46386.91406
-0.02049573,0.02049573,0.25303265,45332.87109
-0.06022937,0.06022937,0.23832482,44048.85156
-0.06891655,0.06891655,0.23285259,39657.79688
-0.10832869,0.10832869,0.129126,37543.71094
-0.17943206,0.17943206,0.09835186,44350.87109
-0.05421039,0.05421039,0.22913231,44151.8125
-0.09117173,0.09117173,0.27055383,43910.83594
-0.07593512,0.07593512,0.25165758,41095.77734
-0.1207124,0.1207124,0.19576532,42017.78125
-0.11392746,0.11392746,0.23174736,41385.78906
-0.10690372,0.10690372,0.20993936,41794.78906
-0.11002956,0.11002956,0.21713535,41836.78906
-0.10513756,0.10513756,0.23186019,40324.71094
-0.16091512,0.16091512,0.22849032,41309.77734
-0.1129507,0.1129507,0.22634645,42598.80859
-0.09031385,0.09031385,0.24078333,42813.77344
-0.12253962,0.12253962,0.25519165,44862.90234
-0.02578052,0.02578052,0.21962839,46251.96484
0.0152755,-0.0152755,0.19710775,42172.81641
-0.08634798,0.08634798,0.21607685,41418.78516
-0.1096269,0.1096269,0.21417898,41633.82813
-0.07570632,0.07570632,0.19532169,38935.71875
-0.16030216,0.16030216,0.15746781,43839.89453
-0.03627518,0.03627518,0.17940383,42799.86328
-0.05802777,0.05802777,0.17051922,40474.82031
-0.09599328,0.09599328,0.12329569,40664.81641
-0.09419405,0.09419405,0.13513973,42781.875
-0.04767835,0.04767835,0.16504489,42841.875
-0.04582471,0.04582471,0.1806692,42659.80859
-0.09789716,0.09789716,0.21993586,41594.80859
-0.1023351,0.1023351,0.17895855,42906.91016
-0.02393405,0.02393405,0.14387704,43238.91797
-0.01925265,0.01925265,0.14776827,42991.92188
-0.0133298,0.0133298,0.14016622,43521.93359
-0.00630071,0.00630071,0.14954373,41721.81641
-0.0926735,0.0926735,0.18815282,41474.82031
-0.08898621,0.08898621,0.17355195,41840.82813
-0.08550425,0.08550425,0.17702591,43020.84375
-0.07444668,0.07444668,0.20039687,43254.91016
-0.02350232,0.02350232,0.16391629,42244.90234
-0.03009638,0.03009638,0.13359448,42055.91406
-0.01513908,0.01513908,0.12805012,42113.85547
-0.06298212,0.06298212,0.17065634,43719.92969
-0.01114827,0.01114827,0.15379041,44150.96484
0.01517206,-0.01517206,0.1337911,43384.95313
0.00786232,-0.00786232,0.12203947,45006.95703
0.00756144,-0.00756144,0.157436,45727.96875
0.01751314,-0.01751314,0.17788602,44218.88281
-0.04604082,0.04604082,0.21026412,43238.85938
-0.06196303,0.06196303,0.19729999,43691.87891
-0.04953283,0.04953283,0.19701533,44118.90625
-0.02677933,0.02677933,0.18619262,43996.91016
-0.02535926,0.02535926,0.18043914,42543.89063
-0.03895289,0.03895289,0.1535992,43804.85547
-0.06233153,0.06233153,0.22735055,43058.85547
-0.06017615,0.06017615,0.20713504,42239.82031
-0.08885488,0.08885488,0.19825427,45532.92969
-0.0744663,0.0744663,0.22639598,45853.94531
-0.01487524,0.01487524,0.20258939,44708.90234
0.00469778,-0.00469778,0.21659577,44442.86719
-0.03117976,0.03117976,0.2147274,42773.88281
-0.05620474,0.05620474,0.23421983,43169.85547
-0.03975024,0.03975024,0.18075201,45174.83203
-0.06376173,0.06376173,0.20975474,41889.73047
-0.08265647,0.08265647,0.2801964,42410.75
-0.14930901,0.14930901,0.25277224,42622.80078
-0.1361548,0.1361548,0.25989372,42929.82422
-0.10001759,0.10001759,0.23150948,41150.79688
-0.08232949,0.08232949,0.23273291,41915.78516
-0.09873725,0.09873725,0.20178498,41711.76172
-0.11076035,0.11076035,0.22865832,41903.74219
-0.12483621,0.12483621,0.24561198,41750.71875
-0.13597569,0.13597569,0.26606461,42493.76563
-0.15339963,0.15339963,0.27179098,42419.74609
-0.1179389,0.1179389,0.27353692,41412.75
-0.13391487,0.13391487,0.27282697,41665.80078
-0.13480572,0.13480572,0.24097289,38482.76172
-0.10140005,0.10140005,0.20113435,37236.72266
-0.12869288,0.12869288,0.12516257,42388.8125
-0.16320845,0.16320845,0.09717705,42198.87109
-0.08972485,0.08972485,0.22395383,42908.86719
-0.04367652,0.04367652,0.18505955,43301.89063
-0.05297288,0.05297288,0.1913576,43171.90625
-0.0391994,0.0391994,0.16363128,43226.92188
-0.02516194,0.02516194,0.14642259,42895.91016
-0.01397925,0.01397925,0.13906062,42285.84375
-0.02425515,0.02425515,0.1324901,42005.76953
-0.07058347,0.07058347,0.18572474,41842.77734
-0.1209405,0.1209405,0.23429115,43867.90234
-0.11596837,0.11596837,0.2220742,44940.95313
-0.03285095,0.03285095,0.16426413,43264.92969
0.00607204,-0.00607204,0.16592936,42642.91797
-0.00971299,0.00971299,0.13851616,42514.80469
-0.0175721,0.0175721,0.13553719,40406.75781
-0.10230201,0.10230201,0.21669319,38975.76953
-0.13266,0.13266,0.18466982,40032.79297
-0.12754622,0.12754622,0.12600738,42652.84375
-0.10892265,0.10892265,0.15372315,42765.91406
-0.07509425,0.07509425,0.19353937,42528.89453
-0.02433362,0.02433362,0.13520706,43087.875
-0.03963689,0.03963689,0.14654456,44189.95313
-0.05403515,0.05403515,0.18107235,45114.98828
0.00994941,-0.00994941,0.14815074,45795.98438
0.03236365,-0.03236365,0.14099036,47240
0.0264157,-0.0264157,0.15659919,46027.98828
0.03223599,-0.03223599,0.17825046,44274.94141
0.03130799,-0.03130799,0.16518493,44967.92969
-0.00129789,0.00129789,0.16591981,45655.97266
-0.01203836,0.01203836,0.18975267,44261.95313
0.01750871,-0.01750871,0.1662703,44178.9375
0.00730173,-0.00730173,0.14375567,43391.91797
-0.00619443,0.00619443,0.16119008,43922.86328
-0.01832642,0.01832642,0.16235095,43308.89453
-0.06125548,0.06125548,0.21377479,42729.83203
-0.03328722,0.03328722,0.18008013,42595.78516
-0.07753846,0.07753846,0.2113089,44592.96094
-0.11235756,0.11235756,0.23408991,44286.94531
0.01180199,-0.01180199,0.14768803,43567.89453
0.00435438,-0.00435438,0.16239077,43106.81641
-0.0358446,0.0358446,0.18098223,44220.85547
-0.09119986,0.09119986,0.23305036,44704.89844
-0.06962975,0.06962975,0.22699428,43969.88672
-0.03681861,0.03681861,0.21393271,42832.79688
-0.04563475,0.04563475,0.2003292,41887.80469
-0.10791367,0.10791367,0.240326,42938.85547
-0.10340716,0.10340716,0.19085096,45104.88281
-0.07005416,0.07005416,0.18794712,43552.82813
-0.04907703,0.04907703,0.23030801,41156.75781
-0.08122492,0.08122492,0.24801402,42574.78125
-0.12830311,0.12830311,0.21961787,43360.84766
-0.11458242,0.11458242,0.24432458,42893.85938
-0.06992164,0.06992164,0.21150623,42092.81641
-0.05872011,0.05872011,0.18943308,41787.8125
-0.08978217,0.08978217,0.21129841,42152.76172
-0.09377283,0.09377283,0.19874264,42190.76172
-0.12483388,0.12483388,0.26006794,42066.76953
-0.12566513,0.12566513,0.25689173,43063.80859
-0.11679059,0.11679059,0.25047109,44377.8125
-0.09156255,0.09156255,0.25701889,43085.82031
-0.08729155,0.08729155,0.28213751,42193.76563
-0.08088236,0.08088236,0.25047886,37871.75781
-0.12827401,0.12827401,0.23880494,37393.76953
-0.13019209,0.13019209,0.10765718,42654.80859
-0.12052593,0.12052593,0.08093967,42599.85547
-0.08989353,0.08989353,0.23967403,41868.80469
-0.05785051,0.05785051,0.20425713,42489.84375
-0.09241267,0.09241267,0.21673571,42401.80859
-0.0671725,0.0671725,0.19022597,42215.83984
-0.09441371,0.09441371,0.21356216,42320.87891
-0.0753282,0.0753282,0.18062401,42179.81641
-0.04830852,0.04830852,0.14362879,39780.75391
-0.08677723,0.08677723,0.21123579,39821.79297
-0.13134938,0.13134938,0.17242649,43635.88281
-0.10405432,0.10405432,0.1470318,43878.94922
-0.04764782,0.04764782,0.1760685,42905.9375
0.00572112,-0.00572112,0.14300497,43802.94141
-0.00013294,0.00013294,0.12678087,42931.85547
-0.00021332,0.00021332,0.15253401,38221.76172
-0.06723614,0.06723614,0.18670408,35420.69141
-0.13307984,0.13307984,0.10181986,37671.78516
-0.19606213,0.19606213,0.0233669,42038.85156
-0.11412618,0.11412618,0.07167424,42915.94141
-0.06880482,0.06880482,0.16568173,43356.95313
-0.00276638,0.00276638,0.11342698,44632.96094
0.00776282,-0.00776282,0.11576642,44022.95313
0.01162645,-0.01162645,0.14563242,43806.95703
0.00502038,-0.00502038,0.12562802,45789
0.00983437,-0.00983437,0.12332352,45994.00391
0.04343664,-0.04343664,0.15104298,43882.97656
0.04676003,-0.04676003,0.15259585,43888.96094
0.02772659,-0.02772659,0.11817987,45110.94922
0.01588933,-0.01588933,0.12941121,45111.96484
0.00057288,-0.00057288,0.16693588,43722.94531
0.01348305,-0.01348305,0.15291479,43628.92188
0.00411982,-0.00411982,0.14239544,44104.91016
-0.01429369,0.01429369,0.1607281,44472.90234
-0.02165626,0.02165626,0.19100553,43627.90625
-0.03196762,0.03196762,0.20676701,43647.90625
-0.02906101,0.02906101,0.16540864,44509.91016
-0.02604902,0.02604902,0.17607191,44746.94922
-0.02559438,0.02559438,0.19897714,44367.96094
0.00524338,-0.00524338,0.16563357,44205.95703
0.01758794,-0.01758794,0.14746846,45091.92969
0.01296405,-0.01296405,0.1485413,44711.89453
-0.01236971,0.01236971,0.19555324,43094.84375
-0.04178822,0.04178822,0.20963791,43477.80469
-0.07466319,0.07466319,0.20993431,43601.83203
-0.09930736,0.09930736,0.25286266,43499.85547
-0.07933681,0.07933681,0.23549464,45810.92578
-0.06146875,0.06146875,0.2137287,44516.875
-0.02113205,0.02113205,0.21500121,44321.84766
-0.05740081,0.05740081,0.21524061,41974.77344
-0.06876567,0.06876567,0.25285935,38383.73828
-0.12385009,0.12385009,0.22285515,42345.81641
-0.15915753,0.15915753,0.10927177,44651.87109
-0.09521243,0.09521243,0.20055322,42253.77344
-0.05648004,0.05648004,0.23039226,42142.77734
-0.12680231,0.12680231,0.22672938,43010.84766
-0.11761285,0.11761285,0.23638301,42701.83984
-0.06844305,0.06844305,0.20756118,44546.90234
-0.07867964,0.07867964,0.19088186,44116.87109
-0.02504612,0.02504612,0.2158688,42750.8125
-0.05037531,0.05037531,0.2229189,42545.77734
-0.09042414,0.09042414,0.22995815,41973.75
-0.11349411,0.11349411,0.2562533,42055.76953
-0.13241355,0.13241355,0.25473729,42323.79688
-0.12114695,0.12114695,0.24059261,43338.81641
-0.10299475,0.10299475,0.22964907,43567.82813
-0.08800613,0.08800613,0.24907029,42837.8125
-0.08583564,0.08583564,0.23760223,39527.73047
-0.09553186,0.09553186,0.21327667,40591.76563
-0.15028408,0.15028408,0.18154201,41774.76563
-0.11963453,0.11963453,0.2053345,41612.76563
-0.12106571,0.12106571,0.24249585,42744.84375
-0.12045123,0.12045123,0.23610948,42713.85156
-0.06787646,0.06787646,0.21877414,42228.76172
-0.06196487,0.06196487,0.19442293,39691.71484
-0.12451725,0.12451725,0.25242695,40916.82422
-0.16419105,0.16419105,0.19154656,42583.83984
-0.08013672,0.08013672,0.16575152,40156.74609
-0.06914894,0.06914894,0.19946453,41396.8125
-0.13995285,0.13995285,0.18567106,44533.89844
-0.09333581,0.09333581,0.186106,44278.95703
-0.03568761,0.03568761,0.19804966,44101.95703
0.00953747,-0.00953747,0.14171466,45114.93359
0.00942755,-0.00942755,0.13821195,42786.83203
-0.00602775,0.00602775,0.19592644,37437.76953
-0.08166953,0.08166953,0.20485331,35606.72656
-0.1277393,0.1277393,0.06540755,38812.78906
-0.1651382,0.1651382,0.01189988,43099.875
-0.11372051,0.11372051,0.10292065,44291.96094
-0.05104895,0.05104895,0.18073384,43661.94922
0.01693206,-0.01693206,0.14503996,44584.97266
0.0048104,-0.0048104,0.12534504,46080.00781
0.0218118,-0.0218118,0.13583957,46734.02344
0.05092117,-0.05092117,0.14755335,46896.01953
0.0629322,-0.0629322,0.15126279,46202.99219
0.05583951,-0.05583951,0.15909961,45556.98438
0.03452343,-0.03452343,0.16332106,44824.91406
0.0293372,-0.0293372,0.15325916,45084.90625
-0.02821317,0.02821317,0.18629506,45279.95313
-0.03320614,0.03320614,0.20864195,44207.94922
0.00543214,-0.00543214,0.17284484,43309.91797
0.00492694,-0.00492694,0.15298343,42434.84375
-0.01523064,0.01523064,0.15312123,43372.89063
-0.07425809,0.07425809,0.18775931,44701.94141
-0.03757325,0.03757325,0.1838333,44118.91406
-0.00065952,0.00065952,0.17443384,45006.94141
-0.02533734,0.02533734,0.17172019,45601.96484
-0.00393088,0.00393088,0.17380817,44774.97656
0.0146275,-0.0146275,0.17249745,45112.97656
0.02824532,-0.02824532,0.14313684,46642.98828
0.02483383,-0.02483383,0.15441024,46592.98047
0.02675533,-0.02675533,0.17895018,44985.90625
0.01713886,-0.01713886,0.17690353,43897.83594
